@relation donations

@attribute sequence_number   numeric
@attribute customer_id       numeric
@attribute 2008_ospital      numeric
@attribute 2009_Q1_hospital  numeric
@attribute 2009_Q2_hospital  numeric
@attribute 2009_Q3_hospital  numeric
@attribute 2009_Q4_hospital  numeric
@attribute mail_campaigns    numeric
@attribute phone_campaigns   numeric
@attribute email_campaigns   numeric
@attribute american_cancer   numeric
@attribute red_cross         numeric
@attribute ms_society        numeric
@attribute american_heart    numeric
@attribute save_the_children numeric
@attribute world_food        numeric
@attribute bloomberg         {0, 1}
@attribute better_home       {0, 1}
@attribute money             {0, 1}
@attribute new_yorker        {0, 1}
@attribute field_and_stream  {0, 1}
@attribute pc_world          {0, 1}
@attribute rolling_stone     {0, 1}
@attribute car               {0, 1}
@attribute class             {1, 2, 3, 4, 5, 6}

@data
5843,33,43,4,5,11,30,1,1,1,5,16,17,10,10,24,1,1,1,1,0,0,1,1,3
5844,111,9,28,11,33,68,2,0,0,47,54,0,45,29,20,0,0,0,0,0,1,0,0,3
5845,131,99,92,17,16,118,2,0,2,20,11,9,17,20,12,1,0,0,1,1,1,1,0,3
5846,103,23,200,181,152,108,1,1,1,33,9,3,108,90,51,0,0,1,1,1,0,0,1,4
5847,24,9,96,91,96,28,1,1,0,15,10,9,10,3,6,1,0,0,1,0,1,0,0,3
5848,107,5,19,95,86,34,0,1,1,6,22,4,11,19,18,0,0,1,0,0,1,1,1,3
5849,2,22,40,5,41,27,0,0,2,13,1,4,16,2,6,0,1,0,1,0,1,0,1,3
5850,18,73,33,10,69,7,2,1,1,35,12,7,3,35,19,0,1,1,0,1,1,0,0,3
5851,19,60,17,95,80,105,2,1,2,11,11,15,39,21,22,1,1,0,1,1,0,1,0,3
5852,137,59,137,58,48,101,2,0,2,3,10,26,6,8,4,0,1,0,0,1,0,0,0,4
5853,14,12,7,25,2,4,2,0,0,40,9,22,41,25,32,1,0,0,1,1,0,1,0,3
5854,27,33,65,57,50,54,0,2,1,17,25,15,50,42,17,1,0,0,0,1,1,1,0,3
5855,19,153,216,96,7,227,1,2,0,30,25,20,45,47,37,0,0,1,0,1,1,1,1,4
5856,12,85,8,27,87,53,0,2,0,13,19,16,40,12,13,1,1,1,1,1,1,0,0,3
5857,173,10,42,152,69,142,0,1,0,15,10,20,12,24,4,1,1,1,1,0,0,0,1,4
5858,91,69,217,175,152,142,2,2,0,6,6,18,17,12,2,0,0,1,1,0,0,1,1,4
5859,137,2,29,51,48,109,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,3
5860,10,18,13,12,1,6,2,0,1,5,49,30,26,37,53,0,0,1,0,0,0,1,0,3
5861,4,16,40,38,52,47,2,1,1,17,41,14,47,39,20,1,1,0,1,0,1,1,0,3
5862,118,48,15,144,109,74,2,0,2,2,4,0,0,1,0,0,1,0,0,1,1,0,1,4
5863,48,19,17,86,49,5,2,2,0,11,34,21,22,40,21,0,1,1,0,1,0,0,0,3
5864,123,117,31,155,64,122,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4
5865,29,42,17,12,19,2,1,0,2,1,14,0,45,13,5,1,0,0,0,1,1,1,0,3
5866,77,28,74,15,78,67,2,1,0,28,15,24,15,22,31,1,1,1,1,0,1,1,0,3
5867,42,14,0,0,4,73,2,1,1,45,41,21,65,41,26,1,1,0,0,1,0,1,1,3
5868,36,5,49,17,51,31,2,1,1,21,54,13,41,67,50,1,0,1,0,1,1,0,0,3
5869,6,9,19,18,21,8,0,0,1,61,61,55,69,15,19,1,1,1,0,0,0,1,0,3
5870,101,110,52,71,114,147,2,2,0,10,0,10,20,40,0,1,1,0,1,1,0,1,1,4
5871,207,4,20,63,138,58,2,0,0,77,52,72,39,54,3,0,0,0,1,1,1,0,1,3
5872,30,34,59,44,52,7,0,0,0,75,20,88,31,61,56,0,0,1,0,1,1,1,0,3
5873,102,88,99,117,83,13,0,2,2,18,3,11,11,7,16,1,1,1,0,0,0,0,0,4
5874,83,58,12,74,29,49,0,2,2,30,70,80,16,43,37,0,0,1,0,1,0,0,0,3
5875,47,40,21,57,59,10,0,1,2,36,2,58,67,71,84,1,0,1,1,1,0,0,1,3
5876,10,46,52,117,117,20,2,0,2,9,3,4,0,5,7,1,0,1,0,1,0,0,0,3
5877,59,44,98,8,95,100,2,2,2,3,1,0,1,2,2,0,0,1,0,1,1,0,1,3
5878,7,3,6,6,3,2,0,0,1,59,14,74,29,28,82,1,1,0,0,0,0,0,0,2
5879,56,26,1,10,48,43,1,0,2,57,4,15,27,57,70,1,1,0,0,0,1,0,1,3
5880,130,60,130,24,97,61,2,1,1,2,1,1,4,3,9,0,0,1,1,0,0,0,1,4
5881,70,36,72,135,60,139,0,0,1,73,19,66,57,12,32,1,1,1,1,1,0,1,0,4
5882,18,135,155,222,127,183,1,0,2,14,8,42,74,5,54,1,1,0,0,1,1,1,1,4
5883,114,36,1,2,33,178,1,2,1,3,2,1,0,2,0,1,1,0,1,0,1,1,1,3
5884,40,17,0,34,46,17,0,1,2,20,14,24,9,13,2,1,1,1,0,0,1,1,1,3
5885,11,137,199,132,44,171,2,1,0,4,46,2,44,33,39,1,0,1,1,0,0,1,1,4
5886,54,38,128,137,83,103,2,2,0,7,17,6,0,11,6,0,1,0,0,1,1,0,0,4
5887,33,93,44,69,57,62,2,2,2,60,75,45,75,45,60,0,0,0,0,0,1,1,0,3
5888,15,18,54,12,37,2,1,2,2,3,19,73,28,64,71,1,0,1,1,0,1,0,1,3
5889,20,7,85,67,50,47,2,1,0,7,17,2,5,19,26,0,0,0,1,0,0,1,0,3
5890,18,80,13,15,19,3,0,1,1,47,72,32,59,29,82,0,0,0,0,1,0,1,0,3
5891,34,19,62,3,16,9,0,2,0,34,8,35,7,7,29,1,0,1,1,1,1,1,0,3
5892,115,121,85,107,95,0,2,2,1,19,27,9,27,27,8,0,1,0,0,0,1,0,1,4
5893,5,51,42,16,29,97,2,2,2,70,68,40,43,28,10,1,1,0,1,0,0,1,0,3
5894,113,140,164,41,58,19,1,0,1,12,8,1,9,3,5,1,0,0,1,1,0,1,0,4
5895,48,39,215,99,123,12,0,1,2,45,40,21,28,41,46,1,0,1,1,0,1,1,0,4
5896,118,2,192,55,35,1,2,1,1,24,21,30,3,26,37,1,1,0,1,0,0,0,1,3
5897,50,96,46,113,94,85,2,0,2,0,17,1,40,36,32,1,1,1,0,1,1,1,1,3
5898,139,78,114,46,6,116,0,2,0,17,15,14,12,9,10,0,1,1,1,1,1,0,1,3
5899,4,0,3,10,5,11,2,2,1,17,47,79,28,52,6,0,0,0,1,1,0,0,1,2
5900,52,166,104,106,185,9,1,2,0,23,29,23,40,89,46,1,0,1,1,1,1,1,0,4
5901,8,4,1,1,15,14,1,2,2,0,8,6,3,2,0,1,0,1,1,0,1,1,0,2
5902,78,10,74,76,111,8,1,0,1,18,42,12,32,11,4,0,1,1,1,0,1,1,0,3
5903,107,21,35,105,10,19,2,2,1,36,56,34,30,26,8,1,0,1,1,0,1,1,1,3
5904,43,24,29,89,9,78,2,1,1,50,1,61,2,49,19,1,1,0,1,0,0,0,0,3
5905,114,15,70,37,69,113,0,0,0,14,65,43,64,32,58,0,0,1,0,1,1,1,0,3
5906,118,244,226,90,219,140,1,2,0,12,7,17,21,12,11,0,1,0,0,0,1,0,1,5
5907,22,32,37,28,39,32,1,2,2,27,76,72,79,58,69,0,1,1,0,0,1,0,0,3
5908,0,1,3,0,2,2,0,2,2,4,4,9,5,6,9,0,0,0,0,1,0,0,1,2
5909,102,90,2,12,3,47,0,1,0,64,62,57,33,15,85,0,0,0,1,0,1,1,1,3
5910,22,17,25,5,31,31,0,2,2,7,7,12,1,17,12,1,0,1,0,1,1,1,1,3
5911,6,23,31,0,26,23,1,1,2,31,19,3,64,17,5,0,0,0,0,0,1,1,1,3
5912,95,30,75,30,99,14,1,2,2,9,6,8,3,8,5,1,0,1,0,0,1,0,0,3
5913,7,19,1,18,9,4,0,0,1,12,17,28,69,44,4,1,1,1,0,1,1,0,0,3
5914,12,150,32,57,28,36,1,1,0,7,7,7,0,7,7,0,1,0,1,0,0,1,0,3
5915,4,11,8,34,41,13,0,2,0,69,39,61,51,58,30,0,0,0,0,1,1,1,1,3
5916,39,69,71,83,2,54,1,0,0,7,4,31,20,20,12,0,0,0,0,0,0,1,1,3
5917,235,135,156,80,19,111,1,0,0,0,0,5,3,4,1,0,1,1,0,0,1,0,1,4
5918,132,6,185,97,119,80,2,2,1,0,20,14,4,20,8,1,0,0,1,0,1,1,1,4
5919,6,7,7,13,3,25,2,1,0,8,25,30,34,80,19,0,0,1,0,1,0,1,1,3
5920,21,32,3,29,17,12,0,2,1,13,35,33,33,3,23,1,0,1,1,1,1,0,1,3
5921,46,18,109,25,105,31,2,0,2,2,55,47,9,5,17,1,0,1,0,0,0,0,1,3
5922,26,6,58,105,91,20,2,2,0,49,15,19,3,59,3,0,1,1,1,0,1,0,1,3
5923,32,50,11,24,50,26,1,0,2,23,12,15,8,6,21,1,1,0,1,0,0,0,1,3
5924,39,24,48,43,59,7,1,0,1,9,11,2,7,6,12,0,1,1,1,1,0,1,1,3
5925,130,134,2,133,112,31,2,2,2,13,10,10,12,15,0,0,0,1,0,0,0,1,1,4
5926,136,144,99,123,74,68,2,0,2,7,0,6,3,2,5,0,1,0,0,1,1,0,1,4
5927,8,8,1,20,21,11,0,0,1,26,26,1,9,24,27,0,0,0,1,1,0,0,0,3
5928,178,202,78,206,86,72,1,0,0,3,5,3,0,2,4,0,0,0,0,0,0,1,0,4
5929,96,24,24,39,12,147,1,2,0,40,3,40,12,45,30,1,0,1,1,1,1,0,1,3
5930,5,25,36,29,18,17,1,2,1,41,17,22,4,14,28,0,0,0,0,1,0,0,0,3
5931,15,96,127,136,51,74,0,2,1,15,35,39,24,37,34,1,1,0,0,0,1,1,0,3
5932,11,78,142,99,63,89,0,0,2,34,45,14,34,51,31,1,1,0,0,1,1,1,0,3
5933,13,5,11,12,8,9,1,1,2,9,20,14,56,27,51,0,0,0,1,1,1,1,0,3
5934,15,48,120,61,106,16,0,2,2,53,6,36,14,24,26,0,0,0,1,0,1,0,1,3
5935,53,64,19,43,25,60,1,0,1,62,38,54,33,13,24,1,1,0,0,1,1,0,0,3
5936,81,122,90,37,45,142,2,1,2,22,23,17,16,28,28,0,0,0,0,0,0,0,1,4
5937,189,76,8,195,153,123,2,2,0,18,73,8,29,50,28,1,0,1,0,0,1,1,1,4
5938,18,44,20,72,63,47,2,1,0,0,2,0,0,1,0,0,1,1,1,0,0,0,1,3
5939,152,61,111,142,138,15,2,0,2,77,19,62,34,6,59,1,0,0,1,0,0,1,1,4
5940,48,50,120,68,104,42,1,2,1,55,70,7,64,42,16,1,0,0,1,0,0,0,0,3
5941,8,64,56,3,25,60,2,2,1,10,20,17,16,16,16,0,1,1,0,0,1,1,1,3
5942,49,71,23,85,96,25,0,1,2,24,19,55,47,12,9,1,0,0,0,0,1,1,0,3
5943,93,57,52,15,101,96,2,0,0,3,5,6,7,1,4,1,1,1,0,1,1,0,0,3
5944,1,4,4,0,0,3,1,0,0,7,1,9,3,2,12,0,1,1,0,1,0,0,0,2
5945,33,68,171,133,36,50,1,2,0,64,68,60,21,39,54,0,0,1,1,1,0,0,0,3
5946,23,8,11,14,21,5,0,1,1,40,27,22,27,38,32,1,1,0,0,0,1,1,1,3
5947,210,89,116,11,30,204,2,1,0,21,5,29,18,10,0,0,1,1,0,1,1,0,0,4
5948,91,175,54,117,14,80,2,2,0,6,1,0,3,7,6,1,1,1,1,1,0,1,0,4
5949,67,97,81,89,80,6,0,0,1,67,72,60,5,92,25,1,0,0,0,1,0,1,1,3
5950,148,166,183,114,109,201,0,0,2,43,21,10,41,18,24,0,1,0,0,1,0,1,0,4
5951,13,74,142,38,99,54,1,2,0,8,2,18,3,9,11,1,0,1,0,1,0,1,1,3
5952,23,47,18,21,39,36,2,2,2,60,14,13,25,64,20,1,1,1,1,0,1,0,0,3
5953,47,189,0,142,160,199,0,1,0,5,25,42,60,52,53,1,0,0,0,0,1,1,1,4
5954,108,86,27,25,65,139,2,1,2,59,29,71,6,49,26,0,1,1,0,1,1,0,0,3
5955,108,49,34,6,65,42,2,0,0,61,19,64,12,43,29,0,1,0,0,0,0,0,0,3
5956,16,111,110,37,107,80,2,0,2,5,19,14,16,7,3,0,0,1,1,1,1,1,1,3
5957,10,26,109,80,47,100,2,1,2,61,48,45,29,8,45,1,1,0,0,1,1,0,0,3
5958,70,26,90,143,105,57,2,1,0,7,5,13,21,3,20,1,1,1,0,0,1,1,1,3
5959,92,99,66,132,58,52,1,2,0,6,30,6,10,21,1,0,0,0,1,1,0,0,0,3
5960,89,142,23,69,134,131,2,2,2,0,1,2,2,0,0,1,0,1,1,0,1,0,0,4
5961,54,42,25,68,68,100,0,2,2,2,0,5,17,29,40,0,1,0,1,1,0,1,0,3
5962,187,112,31,156,130,0,2,1,1,9,2,8,7,15,18,0,0,1,1,1,1,0,0,4
5963,55,34,16,26,57,47,1,2,2,7,6,47,28,3,53,1,1,0,0,0,0,1,1,3
5964,52,52,56,17,72,74,1,0,1,4,1,1,2,4,2,1,1,0,1,1,0,1,0,3
5965,50,47,56,45,33,32,1,0,1,60,34,14,52,33,25,0,1,1,1,0,1,0,1,3
5966,0,1,0,0,1,1,2,1,1,30,29,10,11,42,29,0,0,1,1,1,0,0,0,2
5967,74,50,91,21,149,148,0,0,1,12,8,37,16,37,29,1,0,1,0,1,1,0,0,4
5968,131,68,34,6,36,21,1,0,0,102,68,51,102,85,17,0,1,0,0,0,0,1,0,3
5969,196,154,156,175,164,192,0,2,2,19,79,26,52,58,9,1,0,0,1,0,1,1,0,5
5970,25,7,13,27,24,20,0,1,1,41,15,49,39,40,35,0,0,0,0,1,1,1,0,3
5971,151,99,39,48,143,135,0,1,0,78,32,18,73,21,67,1,0,0,0,0,0,0,1,4
5972,4,5,0,5,2,1,2,0,1,74,77,65,58,82,0,1,0,0,0,1,0,1,1,2
5973,65,119,84,95,112,101,0,2,2,13,71,73,87,7,76,0,1,1,0,1,1,0,1,4
5974,167,162,33,27,172,99,1,0,2,30,68,59,24,55,16,1,1,0,1,0,0,1,0,4
5975,39,43,47,20,10,32,2,0,2,0,6,5,6,7,8,1,0,0,1,1,1,0,0,3
5976,17,55,123,85,81,106,1,2,0,4,9,3,10,3,9,1,1,0,0,0,0,1,1,3
5977,42,118,95,123,46,87,1,2,1,6,7,3,1,6,8,0,0,0,1,1,1,1,0,4
5978,75,142,183,62,149,175,1,1,1,0,9,21,37,17,25,1,1,0,0,1,1,1,1,4
5979,128,138,59,58,83,23,1,2,1,23,15,2,27,23,14,1,0,0,1,0,0,0,0,3
5980,30,15,87,108,6,60,0,1,2,38,51,37,10,23,66,1,1,0,1,0,0,1,0,3
5981,143,107,63,117,68,162,0,0,0,20,32,16,14,35,13,0,0,0,1,0,1,0,0,4
5982,34,128,137,221,113,240,0,2,0,34,45,5,66,1,31,1,0,1,1,1,0,0,0,4
5983,85,84,89,80,115,40,0,0,1,6,49,13,93,65,22,1,1,0,1,1,0,1,1,3
5984,0,142,149,119,169,89,2,0,1,67,61,23,18,68,24,1,0,1,1,0,1,1,1,4
5985,82,107,113,94,82,45,0,0,1,29,70,4,56,31,8,0,0,0,0,0,1,1,0,4
5986,187,32,7,14,177,160,0,1,0,2,6,1,7,2,7,1,0,1,0,1,0,1,0,4
5987,142,55,175,122,165,150,0,1,0,2,34,12,24,36,28,1,0,1,0,1,0,1,0,4
5988,222,162,117,208,166,61,0,0,2,7,7,4,5,1,6,1,0,1,0,1,1,1,0,4
5989,66,207,124,89,37,213,2,0,1,51,36,19,43,23,0,1,0,1,0,0,0,0,0,4
5990,43,51,28,46,40,47,1,1,0,62,14,40,91,65,83,1,0,0,1,1,0,0,0,3
5991,25,3,17,22,12,18,0,0,0,3,15,13,29,35,9,0,0,1,0,0,0,0,0,3
5992,0,22,15,16,20,5,1,2,0,0,0,11,9,5,5,0,0,1,0,1,1,1,0,3
5993,71,23,8,84,107,174,2,1,2,64,14,89,64,11,30,0,1,1,0,1,0,1,0,3
5994,14,15,36,41,7,1,0,1,0,16,14,7,27,0,2,0,1,0,0,1,0,0,1,3
5995,143,3,33,138,4,77,0,2,1,0,11,4,8,1,2,1,0,1,1,1,1,0,0,3
5996,22,2,29,6,19,18,1,0,1,19,33,6,5,37,33,0,0,1,1,1,1,0,0,3
5997,70,83,51,65,8,62,1,1,1,59,66,39,66,19,44,0,1,1,0,0,1,0,0,3
5998,36,68,0,31,22,37,1,1,1,27,21,29,2,22,7,0,0,0,0,1,1,1,0,3
5999,86,15,28,8,55,30,2,1,2,89,35,44,59,29,88,0,0,0,1,1,0,0,1,3
6000,48,55,55,69,88,100,2,2,1,29,33,20,82,80,7,0,0,0,0,1,0,1,0,3
6001,7,54,44,12,17,8,1,0,2,24,6,60,9,35,54,1,0,1,0,1,1,1,0,3
6002,215,101,44,130,31,43,0,0,2,22,42,42,39,40,36,1,1,1,0,1,0,0,1,4
6003,137,83,136,65,106,126,1,0,1,30,10,17,38,10,38,1,1,0,1,0,0,1,1,4
6004,71,98,48,66,145,39,0,2,2,9,33,46,42,12,42,1,0,1,1,1,1,1,1,3
6005,11,73,44,88,89,31,2,1,1,2,9,29,14,9,10,0,0,0,0,1,1,0,0,3
6006,5,41,0,46,31,28,1,1,2,120,24,90,44,8,92,0,0,1,0,0,0,0,0,3
6007,104,91,64,92,116,90,2,2,0,81,56,62,63,62,8,0,0,1,0,0,0,0,1,4
6008,69,37,98,144,165,69,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4
6009,180,64,119,66,91,26,0,1,0,25,60,78,5,49,37,0,1,1,1,1,1,0,0,4
6010,8,69,14,6,40,71,1,2,1,52,33,68,59,20,30,0,0,0,1,0,0,1,1,3
6011,12,0,37,32,22,6,1,0,0,31,1,15,5,20,18,0,0,1,1,0,1,0,0,3
6012,80,110,137,137,152,80,1,2,2,38,38,0,0,0,0,1,0,0,0,0,0,0,1,4
6013,99,13,32,117,44,162,1,2,2,54,2,8,10,9,51,1,1,0,1,1,0,1,0,3
6014,12,1,16,16,1,4,0,2,2,23,31,64,29,47,67,0,1,0,0,0,0,1,1,3
6015,48,75,88,64,13,34,2,2,1,3,1,8,9,7,2,0,1,0,1,1,0,1,1,3
6016,64,60,53,29,58,79,1,0,0,54,47,8,16,39,50,1,1,0,1,0,1,0,0,3
6017,34,55,60,27,30,20,1,2,0,10,1,11,3,20,19,1,0,0,0,1,1,1,0,3
6018,149,83,64,90,63,46,0,1,0,50,57,24,48,18,37,0,0,1,1,1,0,1,0,3
6019,46,91,126,69,44,106,1,2,1,7,22,31,0,22,22,1,1,0,1,0,1,0,1,3
6020,121,183,80,186,18,71,0,0,1,28,54,20,45,22,71,1,0,1,1,1,0,1,1,4
6021,7,181,198,145,174,52,2,2,0,18,4,28,28,8,30,0,0,1,0,1,1,1,1,4
6022,99,57,24,71,110,107,1,0,2,12,16,8,1,17,11,0,0,0,1,1,1,0,1,3
6023,0,15,3,5,15,13,0,1,1,36,27,26,46,32,4,0,0,0,0,0,0,0,1,3
6024,106,184,132,81,63,129,0,0,1,28,38,19,44,66,17,0,1,0,0,1,0,1,0,4
6025,31,14,61,20,71,120,1,1,0,93,90,22,55,39,44,0,0,1,0,1,0,0,0,3
6026,104,135,14,9,140,61,1,1,2,15,2,6,16,7,15,1,1,0,1,1,0,0,0,3
6027,11,92,98,132,123,39,0,0,0,50,54,5,57,1,38,0,0,1,0,1,0,1,0,3
6028,18,9,30,34,27,23,1,1,0,18,22,21,17,13,2,0,0,0,1,1,0,1,1,3
6029,80,85,12,38,65,17,0,2,1,10,31,12,46,9,46,0,1,1,0,0,1,0,1,3
6030,17,49,53,78,38,57,2,2,2,3,7,38,8,5,44,0,1,0,0,1,1,0,0,3
6031,60,145,52,117,101,15,2,2,2,16,8,0,14,13,12,1,0,0,1,1,0,1,0,3
6032,99,106,26,167,26,52,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3
6033,105,216,245,78,114,29,2,1,0,12,6,4,9,2,7,1,0,0,0,1,0,1,1,4
6034,41,116,2,63,70,23,2,1,1,41,5,45,33,14,39,0,1,0,0,1,1,1,0,3
6035,75,16,46,15,9,44,1,1,0,39,61,30,40,24,28,1,1,1,0,1,0,0,0,3
6036,53,0,5,47,10,42,1,2,1,55,16,39,57,14,60,0,1,0,1,1,0,1,1,3
6037,103,20,16,25,109,28,2,0,2,24,37,14,4,62,19,0,1,0,0,0,0,1,1,3
6038,19,113,120,137,177,155,1,0,0,29,11,8,4,22,10,0,0,1,0,0,0,0,0,4
6039,12,80,18,26,132,108,1,0,0,52,50,3,87,63,16,0,0,1,0,1,1,0,0,3
6040,4,3,12,4,1,15,2,1,0,43,18,69,67,92,0,1,1,1,1,1,0,0,0,2
6041,36,32,4,42,68,23,1,0,0,25,67,25,69,8,53,1,1,0,1,1,0,1,0,3
6042,5,21,27,12,27,4,1,2,1,30,12,69,75,65,68,1,1,1,1,1,0,0,0,3
6043,82,101,114,2,16,21,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,3
6044,63,49,15,14,32,59,2,0,0,15,8,0,15,10,8,1,0,1,0,1,0,0,0,3
6045,42,109,79,47,96,127,1,2,2,61,55,44,34,16,43,0,1,1,0,0,0,1,1,4
6046,65,245,211,173,179,46,0,2,2,1,1,7,1,1,8,1,0,0,1,0,1,0,0,4
6047,144,22,43,92,26,101,1,0,1,9,11,10,9,12,9,1,0,1,0,1,0,1,1,3
6048,3,4,3,1,0,2,0,2,2,280,188,60,224,4,144,0,0,1,0,0,1,1,1,2
6049,17,32,117,37,91,64,2,1,2,18,18,32,21,32,19,1,0,0,0,0,1,1,0,3
6050,31,56,52,29,1,38,2,2,1,2,12,11,9,7,7,0,0,0,1,1,1,0,1,3
6051,139,42,27,12,95,101,2,2,1,2,1,1,0,1,3,1,0,1,1,0,0,1,0,3
6052,124,123,101,61,69,16,0,1,2,26,11,17,3,2,13,1,1,1,1,0,1,1,1,3
6053,11,12,4,12,8,11,1,2,2,69,55,6,3,14,45,0,1,1,0,1,0,0,0,3
6054,85,13,69,55,99,72,1,2,2,11,19,23,15,20,7,0,1,0,0,0,0,0,0,3
6055,166,45,147,227,152,3,1,2,1,28,3,21,56,47,28,0,0,1,0,1,1,0,1,4
6056,0,7,1,14,28,24,0,2,2,23,26,17,58,12,33,1,0,1,0,1,0,0,0,3
6057,74,110,31,206,209,214,0,0,2,6,14,12,7,3,23,1,0,1,0,1,1,1,0,4
6058,78,117,80,161,133,35,1,1,2,12,85,63,23,89,87,1,0,1,1,1,0,1,1,4
6059,54,74,37,47,71,44,0,0,1,1,1,3,2,1,1,1,0,0,1,0,0,0,0,3
6060,15,53,24,3,53,49,2,2,2,26,24,89,14,97,53,0,0,1,0,1,1,1,0,3
6061,58,86,157,110,64,31,1,1,2,13,2,8,12,24,11,0,0,0,1,1,1,0,0,4
6062,212,222,205,185,170,179,1,0,0,0,0,7,7,2,3,0,1,0,0,1,0,0,0,5
6063,28,2,37,28,49,42,2,1,1,35,14,40,45,2,14,0,0,1,0,0,1,0,1,3
6064,38,181,112,178,163,164,0,1,1,5,6,13,6,8,12,0,1,1,1,0,0,0,1,4
6065,0,36,12,4,26,23,0,2,0,33,16,27,49,31,46,1,0,1,0,0,1,0,1,3
6066,13,7,12,20,8,13,1,2,1,105,75,0,90,75,30,0,1,1,1,1,0,0,0,3
6067,103,184,105,44,55,18,1,2,2,29,2,1,29,50,4,0,1,1,1,1,1,1,0,4
6068,4,4,38,9,35,31,1,1,2,342,266,190,1045,57,798,1,1,1,1,0,1,0,1,3
6069,34,5,15,6,17,26,2,0,1,20,0,20,40,40,40,0,1,1,1,0,0,0,1,3
6070,112,7,87,113,122,47,2,0,1,38,38,41,6,28,2,1,1,1,1,0,0,1,1,3
6071,104,37,106,88,40,31,2,2,1,5,31,30,10,7,17,0,1,1,0,1,0,0,0,3
6072,167,175,9,136,119,134,1,2,2,23,35,25,56,47,74,0,0,0,1,1,1,0,1,4
6073,19,116,82,3,16,23,1,2,0,2,18,10,0,14,26,0,1,1,0,1,0,0,1,3
6074,12,74,91,18,33,78,1,1,0,4,10,9,6,3,6,1,0,0,0,0,0,0,0,3
6075,152,36,223,51,204,75,0,0,1,4,8,13,7,19,0,1,1,0,1,0,0,0,1,4
6076,29,52,116,156,3,78,0,0,0,9,35,69,2,73,70,0,1,1,0,0,0,0,1,3
6077,15,11,12,0,23,13,1,1,2,12,6,65,8,58,58,0,0,1,0,1,1,0,0,3
6078,3,1,36,20,32,17,1,2,0,48,32,10,32,7,78,0,0,0,0,1,0,0,1,3
6079,56,31,40,19,40,28,2,2,0,16,26,40,40,17,43,1,0,0,1,0,0,0,1,3
6080,46,29,132,111,139,96,0,1,0,40,45,22,6,46,17,0,0,0,0,1,0,0,1,4
6081,33,58,101,184,183,125,2,2,2,8,4,3,7,9,13,1,0,0,1,0,0,1,1,4
6082,43,58,196,84,49,153,0,0,2,10,0,1,8,9,10,1,1,0,0,0,1,0,0,4
6083,42,72,16,36,82,57,0,1,1,42,30,52,13,25,36,0,1,1,1,1,1,1,0,3
6084,94,11,127,8,24,6,1,1,2,9,83,88,80,5,45,1,0,1,1,0,1,0,0,3
6085,36,29,88,85,20,10,0,0,1,9,10,28,33,24,20,1,1,1,1,1,0,1,0,3
6086,112,17,154,132,24,24,2,1,0,19,0,37,15,37,25,0,0,1,0,0,1,1,0,3
6087,86,84,76,87,64,19,0,1,2,12,57,63,1,8,38,0,1,0,0,1,0,0,1,3
6088,2,67,54,85,5,78,1,1,2,7,66,8,37,14,41,0,1,0,1,0,0,1,0,3
6089,31,91,184,104,142,58,0,0,0,11,7,3,6,11,6,0,0,1,0,0,0,1,0,4
6090,2,21,50,82,45,57,0,0,2,16,10,8,5,3,9,0,0,1,0,0,1,1,1,3
6091,107,119,80,58,48,99,0,0,0,9,10,11,3,2,0,0,1,0,1,0,1,1,1,4
6092,15,11,17,6,34,2,1,0,0,5,0,3,5,8,7,0,0,0,1,1,1,1,0,3
6093,28,14,2,42,0,27,2,1,2,33,20,38,28,33,18,0,1,0,0,0,1,0,1,3
6094,111,203,30,54,52,149,1,0,2,76,68,57,8,79,3,1,1,1,1,0,1,0,0,4
6095,140,49,85,144,97,88,2,0,2,9,8,11,14,15,22,1,0,0,0,1,1,0,1,4
6096,11,6,12,19,12,3,0,2,0,85,68,17,85,51,34,1,1,1,0,1,1,1,1,3
6097,46,34,104,119,182,24,0,2,2,13,4,40,46,7,27,0,0,1,0,1,0,1,0,4
6098,199,211,98,16,119,192,0,0,0,74,70,8,57,26,81,1,1,0,1,1,1,0,0,4
6099,6,109,5,22,67,34,0,2,2,15,8,1,12,17,2,1,0,0,0,0,1,1,0,3
6100,163,83,48,128,170,50,1,2,2,49,5,21,45,23,29,1,0,1,0,1,1,1,1,4
6101,161,125,207,135,32,157,2,2,1,3,5,5,5,4,0,1,1,1,0,1,0,1,1,4
6102,157,138,78,159,16,87,2,0,2,2,88,68,73,10,42,0,1,0,0,1,0,1,1,4
6103,45,25,0,15,38,10,0,2,2,15,1,20,21,9,27,1,0,1,1,1,0,0,0,3
6104,28,14,34,29,26,106,2,0,0,25,25,6,5,20,2,0,1,0,1,0,1,1,0,3
6105,134,155,153,195,93,18,2,1,2,74,43,41,85,31,7,0,1,1,0,1,1,0,0,4
6106,71,55,23,16,29,23,0,0,0,13,23,33,5,22,4,0,0,1,1,0,1,0,0,3
6107,49,34,52,49,30,34,2,0,0,65,49,55,38,68,42,1,0,0,1,1,0,1,1,3
6108,47,63,5,15,47,40,1,0,1,50,28,7,1,66,6,0,0,0,0,1,0,0,1,3
